"","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"250429","Warning","PolicyViolation","Elevated",139905375,205868958,44653,38102,5,TRUE,FALSE,172083361,27.44961,"Normal"
"27219","Warning","PolicyViolation","Anomalous",120323018,142285147,30784,45842,5,TRUE,FALSE,145687173,36.87471,"Normal"
"115310","Warning","PolicyViolation","Critical",129253641,84237863,18806,20248,5,TRUE,FALSE,168300128,24.71757,"Normal"
"420842","Warning","PolicyViolation","Anomalous",133341824,104541683,24595,40213,6,TRUE,FALSE,136991928,29.17264,"Normal"
"370253","Warning","PolicyViolation","Suspicious",123728989,165921885,36444,40552,6,FALSE,FALSE,96496647,34.96102,"Normal"
"218247","Warning","PolicyViolation","Anomalous",132066023,116868566,27977,23574,6,TRUE,FALSE,175880469,33.00161,"Normal"
"369706","Warning","PolicyViolation","Suspicious",129621475,160933889,36402,32175,6,TRUE,FALSE,174656562,34.19342,"Normal"
"43729","Warning","NormalOperation","Anomalous",128025334,109798421,24841,30516,5,TRUE,FALSE,135345569,36.11509,"Normal"
"266359","Alert","PolicyViolation","Suspicious",130787032,194763246,43347,40207,6,TRUE,FALSE,197229477,23.12579,"Normal"
"213368","Warning","PolicyViolation","Suspicious",133729036,180997471,39296,31792,6,FALSE,FALSE,159975944,33.57697,"Normal"
"28076","Warning","PolicyViolation","Anomalous",124619638,123159188,25862,31576,4,FALSE,TRUE,211079788,34.27652,"Normal"
"440351","Alert","PolicyViolation","Anomalous",125884718,145266680,31602,38040,5,FALSE,FALSE,177504745,32.23946,"Normal"
"288367","Warning","PolicyViolation","Suspicious",132322385,189643898,40636,29188,5,FALSE,FALSE,190451686,30.38837,"Normal"
"9614","Warning","PolicyViolation","Anomalous",132883678,121168093,27211,33311,5,TRUE,FALSE,123419251,29.56336,"Normal"
"13416","Warning","PolicyViolation","Anomalous",134750748,150561569,34357,45367,6,TRUE,FALSE,187397642,32.75928,"Normal"
"80385","Warning","PolicyViolation","Anomalous",126188347,150237607,33159,32838,5,TRUE,FALSE,147221017,38.03407,"Normal"
"82807","Warning","PolicyViolation","Suspicious",133305077,166496415,36303,25905,5,TRUE,FALSE,127361076,29.91205,"Normal"
"465163","Warning","NormalOperation","Elevated",117498596,195376814,40999,43971,5,FALSE,TRUE,164889472,10.91886,"Normal"
"138012","Warning","PolicyViolation","Suspicious",127982418,170492485,38500,37986,7,FALSE,FALSE,142603286,21.98801,"Normal"
"180849","Warning","PolicyViolation","Anomalous",136624359,122760549,28065,28647,5,TRUE,FALSE,107902408,19.27865,"Normal"
"142782","Informational","PolicyViolation","Elevated",141588030,217533907,48044,36956,6,FALSE,FALSE,139716096,27.29686,"Normal"
"118705","Warning","PolicyViolation","Anomalous",125578649,99232999,24172,40992,6,FALSE,FALSE,161940832,38.72008,"Normal"
"210496","Warning","PolicyViolation","Anomalous",133968827,139290611,31611,15077,5,FALSE,FALSE,145956193,37.50899,"Normal"
"450932","Warning","PolicyViolation","Anomalous",119995302,143888321,32495,23051,6,FALSE,FALSE,216953446,32.27325,"Normal"
"412628","Warning","PolicyViolation","Anomalous",132646480,134496571,31035,31328,6,FALSE,FALSE,158200472,21.63022,"Normal"
"378832","Warning","PolicyViolation","Suspicious",133457165,181638228,41552,34299,7,TRUE,FALSE,162702875,24.7567,"Normal"
"312589","Warning","PolicyViolation","Suspicious",125083790,184417054,40679,30141,6,FALSE,FALSE,114062694,33.41766,"Normal"
"118240","Warning","PolicyViolation","Anomalous",134544163,138765356,31663,20125,6,TRUE,FALSE,114241373,18.76005,"Normal"
"207693","Warning","PolicyViolation","Suspicious",130444973,161791089,36141,35714,6,TRUE,FALSE,149590648,27.98714,"Normal"
"109104","Warning","NormalOperation","Suspicious",118147922,162850322,34814,27276,5,TRUE,TRUE,174019449,26.22677,"Normal"
"67678","Warning","PolicyViolation","Anomalous",113483689,100539700,23636,36326,5,FALSE,TRUE,173302263,33.19967,"Normal"
"350804","Warning","PolicyViolation","Suspicious",132332442,168996797,39575,29315,7,TRUE,FALSE,120760604,35.47907,"Normal"
"217338","Warning","PolicyViolation","Suspicious",114508632,148155937,30118,19004,4,TRUE,TRUE,203327158,36.39502,"Normal"
"8272","Warning","PolicyViolation","Elevated",129486448,204722599,44731,30722,5,FALSE,FALSE,179047578,32.4981,"Normal"
"368404","Warning","PolicyViolation","Suspicious",129157532,156358617,32890,43513,4,FALSE,TRUE,154935363,37.82865,"Normal"
"360243","Warning","PolicyViolation","Anomalous",131595687,123019439,26902,41393,4,TRUE,TRUE,130557710,28.45904,"Normal"
"296581","Warning","PolicyViolation","Suspicious",134470412,187784275,41783,27367,6,FALSE,FALSE,123196430,30.31525,"Normal"
"324148","Alert","PolicyViolation","Suspicious",125719313,161112690,35388,31981,5,TRUE,TRUE,108226262,26.21897,"Normal"
"214758","Warning","PolicyViolation","Anomalous",133484530,138772877,31939,35214,6,TRUE,FALSE,222320966,30.84219,"Normal"
"320334","Warning","PolicyViolation","Anomalous",124003116,127903405,28279,25112,5,FALSE,FALSE,113306886,38.19804,"Normal"
"253581","Warning","NormalOperation","Suspicious",144533627,183734912,41888,35131,7,FALSE,FALSE,105814373,40.5502,"Normal"
"156972","Warning","PolicyViolation","Anomalous",125542975,129830282,29036,38212,5,FALSE,FALSE,118968239,29.45312,"Normal"
"400627","Warning","PolicyViolation","Suspicious",130962091,174325856,38737,37370,5,FALSE,TRUE,180694203,35.67777,"Normal"
"34986","Warning","PolicyViolation","Anomalous",134412904,118174393,27027,29408,5,FALSE,FALSE,145954995,28.46193,"Normal"
"434959","Alert","PolicyViolation","Anomalous",102347246,93216540,24838,37367,7,TRUE,TRUE,112672959,20.61129,"Normal"
"2516","Warning","PolicyViolation","Anomalous",135286432,129572276,28808,32521,5,FALSE,FALSE,160676211,38.81937,"Normal"
"115924","Warning","PolicyViolation","Suspicious",117537796,119238331,29714,32141,6,FALSE,FALSE,183758079,29.79222,"Normal"
"13196","Warning","PolicyViolation","Anomalous",132462687,112790947,23152,30389,3,FALSE,FALSE,79598402,27.96025,"Normal"
"100052","Warning","PolicyViolation","Suspicious",128853005,177959025,39625,17931,6,FALSE,FALSE,174169016,21.14193,"Normal"
"389449","Warning","PolicyViolation","Anomalous",135461185,146559279,35158,38112,7,FALSE,FALSE,160731124,28.129,"Normal"
"179726","Warning","PolicyViolation","Elevated",137939412,203779214,46346,38448,6,FALSE,FALSE,155738045,37.44216,"Normal"
"49987","Warning","PolicyViolation","Critical",126567706,98900997,21969,32604,5,TRUE,FALSE,136875333,30.60897,"Normal"
"236123","Warning","PolicyViolation","Suspicious",132524584,182027404,39407,25885,5,FALSE,FALSE,152400208,26.40307,"Normal"
"250720","Warning","PolicyViolation","Anomalous",129115314,118088807,25072,35135,3,FALSE,TRUE,152479180,22.44924,"Normal"
"142653","Warning","NormalOperation","Anomalous",148270090,102444266,23981,26863,4,TRUE,FALSE,157318745,40.14087,"Normal"
"144034","Informational","PolicyViolation","Critical",125374214,89811249,21040,22880,6,FALSE,FALSE,172078016,37.78728,"Normal"
"323429","Warning","PolicyViolation","Suspicious",142288004,171714388,39690,45252,6,FALSE,FALSE,179158492,31.86688,"Normal"
"267816","Warning","NormalOperation","Anomalous",123627494,108540636,24132,40011,5,FALSE,FALSE,105934561,30.66092,"Normal"
"25990","Warning","PolicyViolation","Elevated",135894112,213836743,46234,33145,6,TRUE,FALSE,179502268,23.65829,"Normal"
"395826","Alert","PolicyViolation","Anomalous",125802319,113134539,27955,30810,6,TRUE,FALSE,98288664,33.35529,"Normal"
"176483","Alert","PolicyViolation","Suspicious",174596763,74759155,26729,40191,6,FALSE,FALSE,141837128,35.871,"Normal"
"360215","Warning","PolicyViolation","Suspicious",134260890,184100270,41164,29482,6,TRUE,FALSE,172205782,44.368,"Normal"
"211084","Warning","PolicyViolation","Suspicious",131011775,171675613,38943,23933,6,TRUE,FALSE,161567662,33.94875,"Normal"
"157523","Warning","PolicyViolation","Suspicious",198306410,102412562,31716,18303,5,TRUE,FALSE,157867156,30.17047,"Normal"
"362040","Warning","PolicyViolation","Suspicious",128854352,170271108,36885,32146,5,FALSE,FALSE,161096117,24.09961,"Normal"
"28126","Warning","PolicyViolation","Suspicious",135188661,163780581,35521,34224,4,TRUE,TRUE,116682152,30.82431,"Normal"
"13761","Warning","PolicyViolation","Suspicious",133273963,183646068,39952,31188,5,FALSE,FALSE,155016153,30.31493,"Normal"
"441329","Warning","ThreatDetected","Suspicious",125028698,164693053,37329,28024,6,FALSE,FALSE,156255937,24.84144,"Normal"
"397395","Informational","PolicyViolation","Suspicious",125467065,176016334,39887,34536,6,TRUE,FALSE,142679733,28.52719,"Normal"
"378608","Warning","PolicyViolation","Suspicious",145919350,101996623,27930,30857,6,FALSE,FALSE,145705866,33.19443,"Normal"
"81962","Warning","PolicyViolation","Anomalous",123338940,114857864,26590,26248,6,FALSE,FALSE,89563484,25.28766,"Normal"
"266879","Warning","PolicyViolation","Suspicious",132056527,182081458,41045,26693,7,FALSE,FALSE,159714875,21.84688,"Normal"
"140625","Warning","PolicyViolation","Anomalous",135624299,113625008,25313,23023,5,FALSE,FALSE,109983235,31.27694,"Normal"
"382775","Warning","PolicyViolation","Anomalous",125480403,109994132,25251,29228,6,TRUE,FALSE,155214082,39.40854,"Normal"
"316569","Warning","PolicyViolation","Anomalous",141293115,143037031,33201,44999,6,TRUE,FALSE,170274303,29.9105,"Normal"
"252878","Warning","NormalOperation","Anomalous",133367362,149562306,34813,35498,7,FALSE,FALSE,182787141,40.60063,"Normal"
"341514","Warning","PolicyViolation","Anomalous",134027855,119030006,27215,33920,5,TRUE,FALSE,140669441,30.60553,"Normal"
"236751","Warning","PolicyViolation","Suspicious",130820629,144536381,32392,37614,5,FALSE,FALSE,139048299,18.95119,"Normal"
"369768","Warning","NormalOperation","Suspicious",211972676,56505283,23859,32786,4,FALSE,FALSE,152091682,34.76998,"Normal"
"214946","Warning","PolicyViolation","Elevated",138451079,218127072,48983,25512,7,FALSE,FALSE,156950475,23.796,"Normal"
"473728","Warning","PolicyViolation","Anomalous",124842123,123558276,28001,29294,6,TRUE,FALSE,120320352,18.17477,"Normal"
"117353","Warning","PolicyViolation","Suspicious",129044446,163313274,37481,33348,6,FALSE,FALSE,135198086,29.65998,"Normal"
"220785","Warning","PolicyViolation","Anomalous",135288593,124585285,28749,44634,5,FALSE,FALSE,131173761,21.47874,"Normal"
"135596","Warning","PolicyViolation","Anomalous",123563224,129721023,30760,43532,7,FALSE,FALSE,153710766,20.48997,"Normal"
"89250","Warning","PolicyViolation","Suspicious",131686578,151604760,32300,30568,4,FALSE,TRUE,149546718,37.17176,"Normal"
"40869","Warning","PolicyViolation","Suspicious",130062597,181101762,41581,39426,7,FALSE,FALSE,160998219,22.62089,"Normal"
"356061","Warning","PolicyViolation","Suspicious",138612978,168657303,38013,25443,5,FALSE,FALSE,108956623,22.52463,"Normal"
"383833","Warning","PolicyViolation","Elevated",122583479,184660495,40458,39816,5,FALSE,TRUE,189851241,25.35169,"Normal"
"453248","Warning","PolicyViolation","Suspicious",163099434,99269922,28090,35550,5,FALSE,FALSE,94156488,24.17164,"Normal"
"419963","Warning","PolicyViolation","Anomalous",133533388,132287757,31627,26351,7,FALSE,FALSE,151407099,33.18365,"Normal"
"50999","Warning","PolicyViolation","Suspicious",130741613,164795003,36935,39369,6,FALSE,FALSE,93414364,27.10958,"Normal"
"382858","Warning","PolicyViolation","Anomalous",126635281,119614980,26042,34386,5,FALSE,FALSE,189315831,45.94174,"Normal"
"313243","Warning","PolicyViolation","Suspicious",133737456,149828527,33727,29120,6,TRUE,FALSE,159420198,26.23296,"Normal"
"95668","Warning","PolicyViolation","Anomalous",135376293,137146684,32382,31284,7,TRUE,FALSE,175539591,34.25076,"Normal"
"36120","Warning","PolicyViolation","Suspicious",131887963,167684681,37269,37909,6,FALSE,FALSE,159511849,43.51271,"Normal"
"385593","Warning","PolicyViolation","Anomalous",142998834,147195379,33460,40260,6,TRUE,FALSE,200478035,34.77714,"Normal"
"37520","Warning","ThreatDetected","Critical",121574092,86552716,18962,31899,4,FALSE,TRUE,217031964,20.22015,"Normal"
"53061","Warning","PolicyViolation","Suspicious",125662166,176441236,37290,41418,5,FALSE,FALSE,194896848,28.02233,"Normal"
"316712","Warning","PolicyViolation","Suspicious",125606541,142646576,32192,28880,5,FALSE,FALSE,91204190,25.39974,"Normal"
"434694","Warning","PolicyViolation","Anomalous",131019249,141196700,32133,37104,6,TRUE,FALSE,157299584,32.29328,"Normal"
"168155","Warning","PolicyViolation","Anomalous",127484248,143934561,33524,39779,6,FALSE,FALSE,131427367,29.90197,"Normal"
"312717","Warning","PolicyViolation","Anomalous",127378570,112655053,25579,34043,4,TRUE,TRUE,174189414,30.88278,"Normal"
"154806","Warning","PolicyViolation","Suspicious",134751422,158901306,34961,40944,5,TRUE,FALSE,174846163,23.19733,"Normal"
"440827","Warning","PolicyViolation","Anomalous",133502747,85078311,20729,22897,5,TRUE,FALSE,186291192,35.59485,"Normal"
"197395","Warning","PolicyViolation","Anomalous",132387382,144396767,32911,41592,6,FALSE,FALSE,164516984,27.46175,"Normal"
"333385","Warning","NormalOperation","Anomalous",127365782,124823249,28721,29830,5,FALSE,FALSE,182924247,38.33723,"Normal"
"269581","Warning","PolicyViolation","Suspicious",132174828,154029810,35183,29016,6,FALSE,FALSE,161537533,40.36195,"Normal"
"349123","Warning","PolicyViolation","Suspicious",130949032,176669050,38072,39892,4,FALSE,TRUE,141741023,27.20691,"Normal"
"154231","Warning","PolicyViolation","Anomalous",124828285,83086822,23844,37024,6,FALSE,FALSE,151141051,35.15271,"Normal"
"256437","Warning","PolicyViolation","Anomalous",125274539,101258998,24774,21243,6,TRUE,FALSE,175820390,22.90257,"Normal"
"179590","Warning","PolicyViolation","Critical",132178713,108716950,22017,35451,4,TRUE,FALSE,153615439,36.88443,"Normal"
"374854","Warning","PolicyViolation","Anomalous",130646015,99910958,24517,40035,6,FALSE,FALSE,166381828,22.05471,"Normal"
"134126","Warning","PolicyViolation","Suspicious",134926749,144125791,29525,31351,3,TRUE,TRUE,159998646,20.63668,"Normal"
"309816","Warning","PolicyViolation","Suspicious",135093587,175864285,39687,35083,6,FALSE,FALSE,169984450,34.5598,"Normal"
"287111","Warning","PolicyViolation","Anomalous",133307405,147049342,32390,34884,5,FALSE,FALSE,50661622,22.25789,"Normal"
"288158","Warning","NormalOperation","Anomalous",128853920,83756079,20208,42186,4,TRUE,FALSE,171025795,23.04237,"Normal"
"187979","Warning","ThreatDetected","Anomalous",129722649,141632639,30574,20643,5,TRUE,FALSE,193678591,38.02847,"Normal"
"194890","Warning","PolicyViolation","Suspicious",117806778,165866161,36720,35193,5,TRUE,TRUE,124581320,32.77422,"Normal"
"163655","Warning","PolicyViolation","Suspicious",166333403,67531850,22785,41983,5,TRUE,FALSE,128588960,32.5656,"Normal"
"238415","Warning","PolicyViolation","Anomalous",130266106,121706831,28541,24323,5,FALSE,FALSE,140147794,31.65426,"Normal"
"444080","Warning","PolicyViolation","Anomalous",142864034,100522222,23751,38059,4,TRUE,FALSE,175209224,21.93022,"Normal"
"470659","Warning","PolicyViolation","Anomalous",137664549,144551021,33882,33845,6,TRUE,FALSE,145577097,22.15124,"Normal"
"11085","Warning","PolicyViolation","Elevated",126133652,221541044,48278,44064,6,FALSE,FALSE,134664836,25.85789,"Normal"
"223289","Warning","PolicyViolation","Suspicious",131789367,156306809,35351,29440,5,FALSE,FALSE,153568791,22.61789,"Normal"
"249118","Warning","PolicyViolation","Anomalous",124248989,116204249,27641,28716,6,FALSE,FALSE,124434439,33.52606,"Normal"
"82132","Warning","PolicyViolation","Elevated",123130503,194263441,42365,44921,6,TRUE,TRUE,94727253,26.68772,"Normal"
"131875","Warning","PolicyViolation","Suspicious",133750243,161009907,37728,38486,7,TRUE,FALSE,180459649,28.53164,"Normal"
"123164","Warning","PolicyViolation","Suspicious",134265955,156181799,36616,29585,7,FALSE,FALSE,176017993,30.48403,"Normal"
"184457","Warning","PolicyViolation","Suspicious",134232809,171919169,40315,26511,7,FALSE,FALSE,171164402,25.57236,"Normal"
"305481","Warning","PolicyViolation","Suspicious",136665563,161613890,34927,39468,5,TRUE,FALSE,112737851,31.30526,"Normal"
"152258","Warning","PolicyViolation","Suspicious",141236739,193568920,41519,32450,5,FALSE,FALSE,150842581,32.58536,"Normal"
"381610","Warning","PolicyViolation","Elevated",130216358,231096634,50458,30184,5,TRUE,TRUE,150326286,22.79032,"Normal"
"250271","Warning","PolicyViolation","Suspicious",131167352,176789420,39441,33708,6,FALSE,FALSE,143170256,19.38189,"Normal"
"452232","Warning","PolicyViolation","Suspicious",136040091,182110752,40650,41312,6,TRUE,FALSE,141626510,34.84282,"Normal"
"447890","Warning","PolicyViolation","Critical",131326869,95408129,20844,31361,4,TRUE,FALSE,200528193,26.35636,"Normal"
"246167","Warning","PolicyViolation","Anomalous",126947853,108350424,23295,28924,4,FALSE,FALSE,198189142,26.47482,"Normal"
"47438","Warning","PolicyViolation","Suspicious",138421935,157362617,35732,14377,6,FALSE,FALSE,123016156,39.23161,"Normal"
"310934","Warning","PolicyViolation","Anomalous",129850662,159604775,36090,28478,6,TRUE,FALSE,149696060,21.69129,"Normal"
"337468","Warning","PolicyViolation","Anomalous",132343679,146104052,33646,22930,6,TRUE,FALSE,156038156,22.58507,"Normal"
"281830","Warning","PolicyViolation","Suspicious",131115131,190160079,39759,20000,4,FALSE,TRUE,133513418,31.07616,"Normal"
"450392","Warning","NormalOperation","Anomalous",126643133,105968797,23470,37009,5,TRUE,FALSE,153396687,24.23248,"Normal"
"35662","Informational","PolicyViolation","Anomalous",135552033,138225745,31516,44459,6,FALSE,FALSE,192937489,41.51846,"Normal"
"468356","Warning","PolicyViolation","Suspicious",126851963,168989916,37975,25811,6,FALSE,FALSE,202720711,30.48301,"Normal"
"19577","Warning","PolicyViolation","Suspicious",187870139,109149360,33301,29915,6,TRUE,FALSE,76674107,27.13795,"Normal"
"162656","Warning","NormalOperation","Anomalous",129222728,86561050,21403,33994,5,TRUE,FALSE,155884146,38.50145,"Normal"
"383931","Warning","PolicyViolation","Anomalous",129685620,107267282,25476,22974,6,FALSE,FALSE,109135171,31.2578,"Normal"
"71488","Warning","PolicyViolation","Anomalous",139972120,143217771,31837,43603,5,FALSE,FALSE,190183662,18.42225,"Normal"
"68437","Warning","PolicyViolation","Suspicious",131666839,149713146,34375,24109,6,FALSE,FALSE,150939686,22.0084,"Normal"
